codmun6;estabelecimentomunicipio-jul2023;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;CENTRO DE IMUNIZACAO;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;CENTRAL DE ABASTECIMENTO;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
313920;313920 MALACACHETA;26;18;5;3;-;8;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
313925;313925 MAMONAS;11;9;1;1;4;2;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
313930;313930 MANGA;27;10;13;4;1;7;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;3;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
313940;313940 MANHUACU;630;505;115;10;-;26;459;-;-;13;-;-;-;-;-;7;-;2;-;1;-;66;39;-;-;1;3;1;1;-;-;-;1;1;-;7;-;1;1;-;-;-
313950;313950 MANHUMIRIM;63;37;22;4;-;8;27;-;-;1;-;-;-;1;-;-;-;1;-;-;-;13;7;-;-;-;1;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-
313960;313960 MANTENA;64;39;21;4;-;13;19;-;-;5;-;-;-;2;-;-;-;-;-;-;-;9;10;-;-;-;1;-;1;-;-;-;-;2;-;1;-;1;-;-;-;-
313970;313970 MARAVILHAS;8;5;2;1;1;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
313980;313980 MAR DE ESPANHA;22;13;7;2;-;3;6;-;-;1;-;3;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-
313990;313990 MARIA DA FE;36;26;8;2;-;7;17;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314000;314000 MARIANA;176;140;32;4;9;19;104;-;-;7;-;-;-;-;-;-;1;1;-;-;-;15;12;-;-;-;3;-;1;-;-;-;-;1;-;1;-;1;-;-;1;-
314010;314010 MARILAC;5;4;0;1;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314015;314015 MARIO CAMPOS;16;8;7;1;-;5;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;3;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314020;314020 MARIPA DE MINAS;5;3;1;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314030;314030 MARLIERIA;3;2;0;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314040;314040 MARMELOPOLIS;5;4;0;1;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314050;314050 MARTINHO CAMPOS;36;27;6;3;-;5;11;-;1;7;-;2;1;-;-;-;-;1;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314053;314053 MARTINS SOARES;9;5;3;1;3;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314055;314055 MATA VERDE;7;4;2;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314060;314060 MATERLANDIA;6;4;1;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314070;314070 MATEUS LEME;122;96;24;2;-;14;78;-;-;2;1;1;-;-;-;-;-;-;-;-;-;14;8;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314080;314080 MATIAS BARBOSA;25;13;10;2;-;4;6;-;-;1;-;-;-;-;2;-;-;1;-;-;-;5;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
314085;314085 MATIAS CARDOSO;15;13;1;1;1;6;-;-;1;3;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314090;314090 MATIPO;39;20;16;3;-;10;9;-;-;1;-;-;-;-;-;-;-;-;-;1;-;9;4;-;-;-;1;-;1;-;-;-;-;1;-;1;-;1;-;-;-;-
314100;314100 MATO VERDE;31;17;12;2;4;4;6;-;-;1;-;-;-;2;-;-;-;-;-;1;-;1;8;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
314110;314110 MATOZINHOS;38;21;15;2;1;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;3;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314120;314120 MATUTINA;15;10;4;1;1;2;4;-;-;1;2;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314130;314130 MEDEIROS;8;5;2;1;1;2;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314140;314140 MEDINA;27;18;6;3;1;9;6;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314150;314150 MENDES PIMENTEL;9;5;1;3;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314160;314160 MERCES;21;12;7;2;-;3;7;-;-;1;-;1;-;-;-;-;-;2;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314170;314170 MESQUITA;7;4;2;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314180;314180 MINAS NOVAS;47;32;12;3;1;11;17;-;-;2;-;-;-;1;-;-;-;1;-;-;-;2;7;-;-;-;2;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314190;314190 MINDURI;9;4;3;2;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314200;314200 MIRABELA;21;14;4;3;-;8;2;-;-;1;2;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314210;314210 MIRADOURO;19;13;5;1;3;5;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314220;314220 MIRAI;30;21;6;3;1;5;13;-;-;2;-;-;-;-;-;-;-;1;-;-;-;3;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314225;314225 MIRAVANIA;13;10;1;2;3;3;-;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
314230;314230 MOEDA;6;4;1;1;-;2;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314240;314240 MOEMA;16;9;5;2;2;4;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314250;314250 MONJOLOS;7;6;0;1;3;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314260;314260 MONSENHOR PAULO;21;16;2;3;-;4;10;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1
314270;314270 MONTALVANIA;16;10;3;3;1;8;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314280;314280 MONTE ALEGRE DE MINAS;17;9;4;4;-;5;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;1;-;2;-;1;-;-;-;-
314290;314290 MONTE AZUL;39;24;11;4;7;11;3;-;-;1;1;-;-;1;-;-;-;2;-;-;-;3;5;-;-;-;1;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
314300;314300 MONTE BELO;37;25;10;2;-;7;5;-;-;11;1;-;-;1;-;-;-;1;-;-;-;5;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314310;314310 MONTE CARMELO;88;59;22;7;-;12;35;-;-;10;-;-;-;2;-;-;-;8;-;-;-;1;10;-;-;-;1;1;1;-;-;-;-;3;-;2;-;1;-;-;1;-
314315;314315 MONTE FORMOSO;7;5;1;1;-;3;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314320;314320 MONTE SANTO DE MINAS;46;32;12;2;-;6;19;-;-;1;1;-;-;2;-;3;-;-;-;1;-;7;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314330;314330 MONTES CLAROS;888;476;382;30;-;89;353;-;-;19;3;-;1;8;-;-;3;16;-;-;-;286;53;3;-;10;4;1;5;-;3;-;1;11;-;12;-;4;1;1;1;-
314340;314340 MONTE SIAO;61;47;13;1;5;1;39;-;-;1;1;-;-;-;-;-;-;2;-;1;-;1;8;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-
314345;314345 MONTEZUMA;15;10;3;2;1;5;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;-;-;-;-
314350;314350 MORADA NOVA DE MINAS;15;10;2;3;3;5;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-
314360;314360 MORRO DA GARCA;3;2;0;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314370;314370 MORRO DO PILAR;3;2;0;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314380;314380 MUNHOZ;7;5;1;1;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314390;314390 MURIAE;289;197;84;8;5;35;146;-;1;5;2;-;-;2;-;-;1;6;-;-;-;40;32;-;-;-;2;1;2;-;-;1;-;2;2;2;-;1;1;-;-;-
314400;314400 MUTUM;45;28;14;3;-;11;15;-;-;1;1;-;-;-;-;-;-;1;-;1;-;6;4;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
314410;314410 MUZAMBINHO;64;51;9;4;-;8;40;-;-;1;1;-;-;1;-;-;-;2;-;-;-;2;4;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-
314420;314420 NACIP RAYDAN;5;4;0;1;-;1;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314430;314430 NANUQUE;93;68;21;4;9;4;50;-;-;5;-;-;-;-;-;-;-;-;-;-;-;14;4;-;-;-;1;-;-;-;-;2;-;2;-;1;-;1;-;-;-;-
314435;314435 NAQUE;10;4;5;1;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314437;314437 NATALANDIA;3;2;0;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314440;314440 NATERCIA;8;5;2;1;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314450;314450 NAZARENO;15;10;2;3;-;3;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-
314460;314460 NEPOMUCENO;43;25;15;3;-;8;16;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5;7;-;-;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314465;314465 NINHEIRA;14;10;3;1;3;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314467;314467 NOVA BELEM;10;8;1;1;-;4;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314470;314470 NOVA ERA;47;33;11;3;-;5;23;-;-;3;1;-;-;1;-;-;-;2;-;-;-;2;6;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
314480;314480 NOVA LIMA;319;171;141;7;-;22;119;-;-;26;1;-;-;-;-;1;2;1;-;-;-;103;25;6;-;1;2;2;1;-;-;-;-;3;1;1;-;1;1;-;-;-
314490;314490 NOVA MODICA;4;3;0;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314500;314500 NOVA PONTE;29;15;11;3;1;4;6;-;-;4;-;-;-;-;-;-;-;1;-;-;-;6;3;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314505;314505 NOVA PORTEIRINHA;9;7;1;1;4;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314510;314510 NOVA RESENDE;30;21;6;3;-;9;10;-;-;1;1;-;-;-;-;-;-;-;-;-;-;3;2;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314520;314520 NOVA SERRANA;155;103;48;4;-;25;70;-;-;5;-;-;-;-;-;2;1;2;-;-;-;18;22;-;-;-;2;2;-;-;-;1;1;1;-;2;-;1;-;-;-;-
314530;314530 NOVO CRUZEIRO;35;26;6;3;-;10;14;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;4;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314535;314535 NOVO ORIENTE DE MINAS;10;7;2;1;-;5;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314537;314537 NOVORIZONTE;6;5;0;1;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314540;314540 OLARIA;5;3;1;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314545;314545 OLHOS-D'AGUA;10;7;1;2;2;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
314550;314550 OLIMPIO NORONHA;11;10;0;1;-;1;7;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314560;314560 OLIVEIRA;112;69;38;5;-;13;49;-;1;4;1;-;-;1;-;-;-;2;-;-;-;24;7;-;-;-;3;-;-;2;-;-;-;1;-;3;-;1;-;-;-;-
314570;314570 OLIVEIRA FORTES;3;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314580;314580 ONCA DE PITANGUI;7;6;0;1;3;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314585;314585 ORATORIOS;7;5;1;1;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314587;314587 ORIZANIA;10;6;3;1;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314590;314590 OURO BRANCO;113;82;27;4;-;10;71;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22;3;-;-;-;1;-;-;1;-;-;-;2;-;1;-;1;-;-;-;-
314600;314600 OURO FINO;102;79;19;4;6;8;60;-;-;1;3;-;-;-;-;-;1;2;-;-;-;5;11;-;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
314610;314610 OURO PRETO;198;141;51;6;19;25;96;-;-;1;-;-;-;-;-;-;-;2;-;1;-;18;23;-;-;2;3;-;2;-;-;-;-;1;-;3;-;1;-;1;-;-
314620;314620 OURO VERDE DE MINAS;12;9;2;1;-;5;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314625;314625 PADRE CARVALHO;9;6;2;1;1;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314630;314630 PADRE PARAISO;25;16;6;3;-;9;5;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;4;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314640;314640 PAINEIRAS;9;6;2;1;-;3;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314650;314650 PAINS;12;7;2;3;1;2;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314655;314655 PAI PEDRO;9;7;1;1;2;2;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314660;314660 PAIVA;3;2;0;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314670;314670 PALMA;20;14;4;2;3;4;5;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314675;314675 PALMOPOLIS;9;7;1;1;1;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314690;314690 PAPAGAIOS;28;22;5;1;1;6;11;-;-;3;-;1;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314700;314700 PARACATU;252;165;81;6;3;16;122;-;1;22;1;-;-;-;-;-;-;9;-;-;-;54;12;-;-;3;1;-;1;-;-;-;1;2;-;2;-;1;-;-;1;-
314710;314710 PARA DE MINAS;192;134;53;5;-;26;96;-;-;8;1;-;-;3;-;-;-;-;-;-;-;35;11;-;-;1;3;2;1;-;-;-;-;1;-;2;-;1;-;-;1;-
314720;314720 PARAGUACU;38;16;19;3;-;7;7;-;-;1;1;-;-;-;-;-;-;1;-;-;-;11;6;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-
314730;314730 PARAISOPOLIS;35;19;13;3;1;7;9;-;-;2;-;-;-;-;-;-;-;1;-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
314740;314740 PARAOPEBA;57;46;10;1;3;4;28;-;-;8;1;-;-;2;-;-;-;2;-;-;-;1;6;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314750;314750 PASSABEM;6;4;0;2;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314760;314760 PASSA QUATRO;49;40;6;3;-;6;33;-;-;1;-;-;-;-;-;-;-;1;-;-;-;2;2;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
314770;314770 PASSA TEMPO;13;6;5;2;-;4;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314780;314780 PASSA-VINTE;6;5;0;1;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314790;314790 PASSOS;340;281;51;8;-;23;255;-;-;-;1;-;-;-;-;2;-;2;-;-;-;33;11;-;-;-;3;1;1;-;-;-;-;2;-;2;-;2;1;-;1;-
314795;314795 PATIS;6;5;0;1;1;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314800;314800 PATOS DE MINAS;625;457;150;18;-;27;343;-;2;80;3;-;-;2;-;-;-;17;-;-;-;93;29;1;-;1;2;1;4;-;-;1;1;6;-;5;-;2;1;2;1;1
314810;314810 PATROCINIO;230;155;67;8;-;16;136;-;-;-;1;-;-;1;-;1;-;1;-;-;-;43;19;-;-;-;2;1;1;-;-;-;-;3;1;3;-;1;-;-;-;-
314820;314820 PATROCINIO DO MURIAE;11;6;3;2;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-
314830;314830 PAULA CANDIDO;25;20;4;1;-;4;10;-;-;6;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314840;314840 PAULISTAS;8;6;1;1;-;3;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314850;314850 PAVAO;10;6;2;2;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
314860;314860 PECANHA;36;24;9;3;1;3;11;-;-;8;1;-;-;-;-;-;-;-;-;-;-;2;5;-;-;-;1;-;-;-;-;-;1;1;-;1;-;1;-;-;-;-
314870;314870 PEDRA AZUL;37;21;12;4;2;7;9;-;-;2;-;-;-;1;-;-;-;1;-;-;-;4;2;-;-;-;3;-;-;-;-;1;1;1;-;1;-;2;-;-;-;-
314875;314875 PEDRA BONITA;10;6;3;1;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314880;314880 PEDRA DO ANTA;6;4;1;1;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314890;314890 PEDRA DO INDAIA;7;4;2;1;1;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314900;314900 PEDRA DOURADA;8;4;3;1;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314910;314910 PEDRALVA;16;10;4;2;-;4;4;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314915;314915 PEDRAS DE MARIA DA CRUZ;11;10;0;1;1;6;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314920;314920 PEDRINOPOLIS;8;4;3;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
314930;314930 PEDRO LEOPOLDO;161;117;41;3;-;18;96;-;-;1;-;-;-;-;-;1;1;8;-;-;-;18;11;1;-;-;2;-;1;-;-;-;-;2;-;-;-;1;-;-;-;-
314940;314940 PEDRO TEIXEIRA;4;3;0;1;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314950;314950 PEQUERI;7;4;2;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314960;314960 PEQUI;13;7;5;1;-;2;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314970;314970 PERDIGAO;15;9;5;1;-;4;3;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
314980;314980 PERDIZES;32;21;9;2;4;5;10;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5;3;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
314990;314990 PERDOES;53;40;11;2;-;8;30;-;1;1;-;-;-;-;-;-;-;-;-;-;-;4;6;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
